season no.,episode no.,episode name,name,line
3,4,Vindicators 3  The Return of Worldender,Rick,"So, youre origin is what Y-You fell into a vat of redundancy"
3,4,Vindicators 3  The Return of Worldender,Supernova,"Noob-Noob, were having a briefing  If I can continue, Rick. I anticipate sophisticated security measures. I trust you can be of service there."
3,4,Vindicators 3  The Return of Worldender,Rick,"Well, let me check my list of powers and weaknesses. Ability to do anything... But only whenever I want... Yeah, that sounds like a job for me."
3,4,Vindicators 3  The Return of Worldender,Alan,I wish he had the ability to check is attitude.
3,4,Vindicators 3  The Return of Worldender,Rick,"Alan Rails, ladies and gentleman. After his parents tragic death in a railroad accident, he gained the power to summon ghiost trains. Its not all bad, though. They were spared having to see their grown son wear a whistle"
3,4,Vindicators 3  The Return of Worldender,Rick,"Thanks, Noob-Noob This guy gets it."
3,4,Vindicators 3  The Return of Worldender,Morty,"Vance Maximus, Renegade Star Soldier"
3,4,Vindicators 3  The Return of Worldender,Vance,Sorry Im late. It was happy hour.
3,4,Vindicators 3  The Return of Worldender,Morty,Happy hour.
3,4,Vindicators 3  The Return of Worldender,Rick,"Uh, I was also late because of my drinking and metioned it to zero applause."
3,4,Vindicators 3  The Return of Worldender,Vance,"Rick Sanchez, Tinkerer of Terror. Man, thats hard to say. And... Morty, right"
3,4,Vindicators 3  The Return of Worldender,Morty,"Whoa, yeah"
3,4,Vindicators 3  The Return of Worldender,Vance,"I never forget a kid.  What do you say, Vindicators Lets make this three for three"
3,4,Vindicators 3  The Return of Worldender,Morty,Did he say three for three
3,4,Vindicators 3  The Return of Worldender,Rick,Did he say he never forgets a kid
3,4,Vindicators 3  The Return of Worldender,Morty,"You mean two for two, right, Vance"
3,4,Vindicators 3  The Return of Worldender,Supernova,"Actually, we assembled a second time last summer to fight Doomnomitron."
3,4,Vindicators 3  The Return of Worldender,Morty,"So, this is... Vindicators 3 And you guys did Vindicators 2... w-without us"
3,4,Vindicators 3  The Return of Worldender,Million Ants,I sense... insecurity.
3,4,Vindicators 3  The Return of Worldender,Vance,Are you sure theres not just a picnic nearby.
3,4,Vindicators 3  The Return of Worldender,Rick,"I guess he found his crowd. Pretty toothless stuff, guys."
3,4,Vindicators 3  The Return of Worldender,Rick,"I hope youre happy with the adventure so far, Morty. These guys are even lamer than last time."
3,4,Vindicators 3  The Return of Worldender,Morty,"We werent here last time, remember They did a whole Vindicators without us. A bunch of them got killed, too. They lost Lady Katana, Calypso, Diablo Verde..."
3,4,Vindicators 3  The Return of Worldender,Rick,"Yikes. Yeah, things did feel less diverse in there."
3,4,Vindicators 3  The Return of Worldender,Morty,This article says the reason we werent involved was... personality conflicts.
3,4,Vindicators 3  The Return of Worldender,Rick,"Dont worry, Morty, they love you. Superheroes need a wide-eyed unremarkable to tag along and react to everything like its mind-blowing."
3,4,Vindicators 3  The Return of Worldender,Morty,I... think the personality conflict might have been... you.
3,4,Vindicators 3  The Return of Worldender,Rick,"Jesus... How awesome is that I mean, they wanted to not need me so bad, they murdered three innocent heroes of color, and they still had to bring me back"
3,4,Vindicators 3  The Return of Worldender,Morty,"Rick, since its my adventure and all, could you do me a favor"
3,4,Vindicators 3  The Return of Worldender,Rick,"Uh, the adventure is the favor, Morty. Me sleeping on these linens is the favor. I mean, w-w-w-what--what are we vindicating Comfort"
3,4,Vindicators 3  The Return of Worldender,Morty,"Rick, this really bums me out. It-Its embarrassing to find out these guys dont like us."
3,4,Vindicators 3  The Return of Worldender,Rick,"Why Morty,  I defeat gagoos more powerful than these guys every week."
3,4,Vindicators 3  The Return of Worldender,Morty,"Yeah, but not heroes."
3,4,Vindicators 3  The Return of Worldender,Rick,"Oh, please. They just call themselves heroes so they can..."
3,4,Vindicators 3  The Return of Worldender,Morty,"Im calling them that, Rick Theyre my heroes Mine"
3,4,Vindicators 3  The Return of Worldender,Rick,Huh... no accounting for taste. Im gonna go get a drink.
3,4,Vindicators 3  The Return of Worldender,Morty,"Oh, God."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Good morning. Looks like your grandpa had a long night. Crocubot, why dont you escort Mr. Sanchez to a more comfortable spot so that someone can...  clean up his diarrhea."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Actually, Noob-Noob, you have a new mission."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Vindicators, prepare for arrival."
3,4,Vindicators 3  The Return of Worldender,Vance,"Morty, the Vindicators and I had a chat this morning and Im afraid we need to make a little change."
3,4,Vindicators 3  The Return of Worldender,Morty,I-I totally get it. I-Im so sorry.
3,4,Vindicators 3  The Return of Worldender,Vance,You should be.  Running around in a yellow t-shirt like youre not one of us Disgraceful.
3,4,Vindicators 3  The Return of Worldender,Morty,I-I-I... Im not a superhero.
3,4,Vindicators 3  The Return of Worldender,Vance,"Cop a squat, chief.  Everyone in the universe is a hero. All you have to do is know the difference between good and bad, and root for good."
3,4,Vindicators 3  The Return of Worldender,Morty,Rick says good and bad are artificial constructs.
3,4,Vindicators 3  The Return of Worldender,Vance,"Yeah, well, I get the feeling... he kind of needs that to be the case.  Not coming, Noob-Noob"
3,4,Vindicators 3  The Return of Worldender,Vance,"Security drones, inbound."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Star Mother, grant me your wrath"
3,4,Vindicators 3  The Return of Worldender,Alan,All aboard
3,4,Vindicators 3  The Return of Worldender,Million Ants,Aah  Gun turret.
3,4,Vindicators 3  The Return of Worldender,Supernova,Are you all right
3,4,Vindicators 3  The Return of Worldender,Million Ants,Yes. I only lost 400 ants. My queen is laying more.  I am back to one million ants.
3,4,Vindicators 3  The Return of Worldender,Supernova,Someone wake up Sanchez.
3,4,Vindicators 3  The Return of Worldender,Rick,"Ugh Oh, Christ..."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Rick, youre up."
3,4,Vindicators 3  The Return of Worldender,Rick,Barely.
3,4,Vindicators 3  The Return of Worldender,Supernova,"Rick, were taking fire from an automated turret. Can you bring it offline"
3,4,Vindicators 3  The Return of Worldender,Rick,Uh-huh.
3,4,Vindicators 3  The Return of Worldender,Rick,"Uh, my God, thats better."
3,4,Vindicators 3  The Return of Worldender,Supernova,RICK
3,4,Vindicators 3  The Return of Worldender,Rick,"Hey, I cant help if I cant see."
3,4,Vindicators 3  The Return of Worldender,Alan,I couldve just used a ghost train.
3,4,Vindicators 3  The Return of Worldender,Rick,"Really You dont say. You would have used a ghost train  Hey, everybody, the ghost train guy would have used a ghost train"
3,4,Vindicators 3  The Return of Worldender,Alan,"Man, fuck you."
3,4,Vindicators 3  The Return of Worldender,Rick,"Is there coffee Hey, Morty, can you be a pal Grandpa left his coffee maker on the ship. Y-You know, the French press thing"
3,4,Vindicators 3  The Return of Worldender,Morty,Get it yourself.
3,4,Vindicators 3  The Return of Worldender,Rick,"Little extra  snippy this morning, arent you"
3,4,Vindicators 3  The Return of Worldender,Morty,"Just focus on the mission, all right"
3,4,Vindicators 3  The Return of Worldender,Rick,"Oh, oh, oh, Im sorry. Oh, youre right. Ooh, real serious. Gotta take it real serious, huh"
3,4,Vindicators 3  The Return of Worldender,Alan,Son of a steam engine Theyre all dead
3,4,Vindicators 3  The Return of Worldender,Vance,"Well, he is the Worldender. The guy ends worlds. Kind of his thing."
3,4,Vindicators 3  The Return of Worldender,Rick,"Ooh, real scared. Real fucking on alert, high alwrt over here."
3,4,Vindicators 3  The Return of Worldender,Vance,What the FUCK
3,4,Vindicators 3  The Return of Worldender,Supernova,Its Worldender What happened to him
3,4,Vindicators 3  The Return of Worldender,Million Ants,I sense his life force is fading.
3,4,Vindicators 3  The Return of Worldender,Rick,"Million Ants, ladies and gentleman The ant colony with the power of two human eyes"
3,4,Vindicators 3  The Return of Worldender,Rick,"All right. Short mission, good mission. Remember when Alan wanted to use a ghost train See you guys in Vindicators 4. Morty"
3,4,Vindicators 3  The Return of Worldender,Morty,"Rick, whoever did this is an even bigger threat than Worldender We cant leave now"
3,4,Vindicators 3  The Return of Worldender,Supernova,Hes right. This is far from over.
3,4,Vindicators 3  The Return of Worldender,Rick,"Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour."
3,4,Vindicators 3  The Return of Worldender,Rick,Shit.
3,4,Vindicators 3  The Return of Worldender,Million Ants,I sense the presence of a greater evil.
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Check, check, One, two. Okay, is it recording Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy"
3,4,Vindicators 3  The Return of Worldender,Rick,"Welp, its official. I had too much to drink last night."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"If you guys are watching this, youre, you know, the Vindicators. So now that we know..."
3,4,Vindicators 3  The Return of Worldender,Vance,"Rick Whats going on, buddy"
3,4,Vindicators 3  The Return of Worldender,Rick,"Obviously, I came here last night during a blackout."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Obviously You came here and defeated our arch-nemesis while so drunk, you dont remember doing it Thats something obvious to you"
3,4,Vindicators 3  The Return of Worldender,Rick,"Look, Im a lit-- little more complex than you guys and, no offense, but Ive always suspected that a lot of what you do in a year could be knocked out in a couple of hours."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"...So I thought, why not just do your job for you so we can have a little fun game."
3,4,Vindicators 3  The Return of Worldender,Morty,"Rick, is-is this a Saw thing Are you seriously Saw-ing the Vindicators"
3,4,Vindicators 3  The Return of Worldender,Rick,"Morty Im a drunk, not a hack."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"If you break the rules, lose the game or try to leave, you will die. Like in  Sawwww."
3,4,Vindicators 3  The Return of Worldender,Rick,"Well, I-I-I think weve seen enough. Ill just figure out how to unplug this."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Okay, here we go, room number one. The Vindicators are known throughout the galaxy, but do they know yourselves Do you know yourselves Match your... your shit, your... your gimmicks with your faces and y-you get it, its a matching thing. And do it in three minutes, or youll  all die."
3,4,Vindicators 3  The Return of Worldender,Vance,Screw this. Im not playing his game. Im gonna find us a way out of here.
3,4,Vindicators 3  The Return of Worldender,Rick,"Whoa, whoa, whoa. Hold on, Vance. He said youd die if you tried to leave. That means theres booby traps."
3,4,Vindicators 3  The Return of Worldender,Vance,Why are you acting like thats not you
3,4,Vindicators 3  The Return of Worldender,Rick,What part of blackout dont you understand I thought you drank
3,4,Vindicators 3  The Return of Worldender,Vance,"Like cool drinking Like sexy drinking, not this psycho trailer-park shit"
3,4,Vindicators 3  The Return of Worldender,Morty,"Vance, stay calm..."
3,4,Vindicators 3  The Return of Worldender,Vance,"Oh, so youre the leader now because we gave you a jacket Youre the learning-disabled kid we do photo-ops with"
3,4,Vindicators 3  The Return of Worldender,Morty,"Okay, ouch, but..."
3,4,Vindicators 3  The Return of Worldender,Vance,"Okay, this... this is triggering me. I need space. I-I need SPACE FROM THIS"
3,4,Vindicators 3  The Return of Worldender,Alan,Give me one good reason why I shouldnt crush your windpipe
3,4,Vindicators 3  The Return of Worldender,Rick,Because my epidermis is laced with a nanofiber defense mesh.
3,4,Vindicators 3  The Return of Worldender,Rick,"And because, like I said, I dont remember last night."
3,4,Vindicators 3  The Return of Worldender,Alan,I told you not to invite this mummified motherfucker back
3,4,Vindicators 3  The Return of Worldender,Rick,"Alan, Im not proud of whats happening here, but if you keep coming at me, theres gonna be another passenger on that ghost train."
3,4,Vindicators 3  The Return of Worldender,Morty,Guys  Ive figured it out.
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,Congrats You did it-- it
3,4,Vindicators 3  The Return of Worldender,Morty,It was a bit. All of the descriptors apply to all of you. Drunk Ricks point is that none of you are very special or different.  Thats always his point.
3,4,Vindicators 3  The Return of Worldender,Supernova,"Lets just get through this as quickly as possible. Then, well deal with the two of you."
3,4,Vindicators 3  The Return of Worldender,Morty,The two of us  I hope youre proud of yourself
3,4,Vindicators 3  The Return of Worldender,Rick,"Uh, I kind of am. I saved the goddamn universe."
3,4,Vindicators 3  The Return of Worldender,Morty,"Thats not the issue, Rick"
3,4,Vindicators 3  The Return of Worldender,Rick,"Ahh, it wouldve been if I hadnt."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"The Vindicators say their job is is to fight evil wherever it hides, but they dont... pick the location youll... youll never even hear them mention, because to fight darkness is to fight yourself."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Crocubot, dont"
3,4,Vindicators 3  The Return of Worldender,Rick,"Huh, Im seeing more croc than bot here."
3,4,Vindicators 3  The Return of Worldender,Supernova,Goddammit
3,4,Vindicators 3  The Return of Worldender,Morty,"Uh, what happened on Dorian 5"
3,4,Vindicators 3  The Return of Worldender,Supernova,Nothing
3,4,Vindicators 3  The Return of Worldender,Alan,Nothing We exterminated a planet
3,4,Vindicators 3  The Return of Worldender,Morty,"W-Wait, huh"
3,4,Vindicators 3  The Return of Worldender,Supernova,Doomnomitron was hiding here Hes a shapeshifter Destroying Dorian 5 was the only way to kill him
3,4,Vindicators 3  The Return of Worldender,Morty,"Oh, o-okay. This again"
3,4,Vindicators 3  The Return of Worldender,Rick,"You know,  I could have made a device to detect Doomnomitron from orbit like  that."
3,4,Vindicators 3  The Return of Worldender,Supernova,Im not the one that didnt want you back. Alan was
3,4,Vindicators 3  The Return of Worldender,Alan,If you lay those deaths at my doorstep one more time...
3,4,Vindicators 3  The Return of Worldender,Million Ants,Do not threaten her
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Congrats, you did it"
3,4,Vindicators 3  The Return of Worldender,Supernova,What the hell is Is-ra-el
3,4,Vindicators 3  The Return of Worldender,Morty,I-Its just something Rick starts talking about whenever hes blackout drunk.
3,4,Vindicators 3  The Return of Worldender,Rick,"W-What In w--In w-w-what--In what way Like, w-w-whats my point"
3,4,Vindicators 3  The Return of Worldender,Morty,"In a way that has no point You just babble about defense budgets and the United Nations, and then you pass out"
3,4,Vindicators 3  The Return of Worldender,Rick,"So, to be clear, I sometimes reference the geopolitical complexities of the topic, which is not the same as going to an anti-Semitic place."
3,4,Vindicators 3  The Return of Worldender,Million Ants,I have no stake in this.
3,4,Vindicators 3  The Return of Worldender,Rick,"I dont either. I-Im just saying, if anything, the drunk version of me is probably so supportive of Israel, he wants whats best for it and..."
3,4,Vindicators 3  The Return of Worldender,Million Ants,"Hey, man, Im not touching this. You do you."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Aloha... means hello and goodbye in Hawaii. But, uh, aloha means... has nothing to do with this room.  Im so fucking drunk. Ugh, okay, heres the deal. I-I want to rest my eyes for a little bit. Im--Im not going to sleep. I just... just need to rest my eye, so lets make this one simple. Just try to hit some three-pointers."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"lets say... you have to hit... five three-pointers in... five minutes or, I dont know, the whole place--the whole planet will get blown up with a n-neutrino bomb. And try to make it a-a lesson about yourselves like, like how... selfish you a-are, or something. Also, Hawaii."
3,4,Vindicators 3  The Return of Worldender,Morty,"You guys hit the baskets. Ill disarm the drunkenly-improvised neutrino bomb. Theres a 40% chance its a dud, but y-you should still stay back."
3,4,Vindicators 3  The Return of Worldender,Rick,"Morty, how many of these..."
3,4,Vindicators 3  The Return of Worldender,Morty,"Too many, Rick Too many"
3,4,Vindicators 3  The Return of Worldender,Rick,"Man, I am really getting high-roaded today."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,Thats a three-pointer
3,4,Vindicators 3  The Return of Worldender,Alan,Nice shot.
3,4,Vindicators 3  The Return of Worldender,Million Ants,Thank you.
3,4,Vindicators 3  The Return of Worldender,Alan,You two make quite a team.
3,4,Vindicators 3  The Return of Worldender,Supernova,We all do.
3,4,Vindicators 3  The Return of Worldender,Alan,"Yeah, I guess."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,Thats a three-pointer
3,4,Vindicators 3  The Return of Worldender,Alan,But you guys have always had a... an unspoken bond.
3,4,Vindicators 3  The Return of Worldender,Alan,"I mean, really unspoken. Like, lets-not-tell-my-husband unspoken."
3,4,Vindicators 3  The Return of Worldender,Supernova,"We arent married anymore, Alan."
3,4,Vindicators 3  The Return of Worldender,Alan,"Sure, but were we married when you two were stranded on Delphi 6 for three days Because I sensed something was weird when you can back. But what do I know about sensitivity Im just a phantom train conductor. Youre the pile of ordinary bugs that fucked my wife"
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,Thats a three-pointer
3,4,Vindicators 3  The Return of Worldender,Rick,Where the fuck is the lead wire
3,4,Vindicators 3  The Return of Worldender,Morty,"You always put it in the weirdest place Um, uh, over here, maybe"
3,4,Vindicators 3  The Return of Worldender,Rick,"Jesus Christ, what a shitty neutrino bomb. its a miracle I actually every destroy anything."
3,4,Vindicators 3  The Return of Worldender,Morty,"Oh, I dont know. You managed to destroy just about everything today the villains, the heroes, the lines between them, my childhood..."
3,4,Vindicators 3  The Return of Worldender,Rick,"Thank you. I appreciate it, Morty. I know you were sucking the Kool-Aid out of the Vindicators dicks, so the fact that I was right about them must be pretty hard to admit."
3,4,Vindicators 3  The Return of Worldender,Morty,"Yeah, it is. You know why, Rick Because when youre an asshole, it doesnt matter how right you are, nobody wants to give you the satisfaction."
3,4,Vindicators 3  The Return of Worldender,Rick,"I know. Everyone wants people they like to be right. Thats why popular people are fucking dumb. And why your pretentious, poorly-written, high-budget friends back there can a eat a double-decker shit sandwich.  Disarmed."
3,4,Vindicators 3  The Return of Worldender,Morty,Holy shit. Youre jealous.
3,4,Vindicators 3  The Return of Worldender,Supernova,YES Is that what you want to hear
3,4,Vindicators 3  The Return of Worldender,Alan,"Did it feel good Did you like his six million wriggling legs more than my tragedy-stricken, half-ghost, half-tumescent penis"
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,Thats a three-pointer
3,4,Vindicators 3  The Return of Worldender,Morty,"Guys, stop Youre just proving my asshole grandpa right"
3,4,Vindicators 3  The Return of Worldender,Supernova,You wish this was about sex We loved each other We had a child together.
3,4,Vindicators 3  The Return of Worldender,Alan,WHAT
3,4,Vindicators 3  The Return of Worldender,Supernova,"I conceived a child with Million Ants and it died inside me because it as HALF A MILLION ANTS AND HALF COLLAPSING STAR And yes, he was better than you"
3,4,Vindicators 3  The Return of Worldender,Alan,Yeah
3,4,Vindicators 3  The Return of Worldender,Million Ants,One million times better
3,4,Vindicators 3  The Return of Worldender,Alan,"ALL ABOOOOOOARD, MOTHERFUCKER"
3,4,Vindicators 3  The Return of Worldender,Supernova,STOP
3,4,Vindicators 3  The Return of Worldender,Rick,Oof Didnt see that comin.
3,4,Vindicators 3  The Return of Worldender,Supernova,Is that sarcasm  I dont want you slipping away then this is over All of these deaths are on your hands
3,4,Vindicators 3  The Return of Worldender,Rick,"Oh, come on, maybe a couple of them, but definitely not the train guy."
3,4,Vindicators 3  The Return of Worldender,Supernova,All of them.
3,4,Vindicators 3  The Return of Worldender,Rick,O-kayyy...
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Congrats, you did it"
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"All right, buy now, Ive been pretty clear that I thunk the Vindicators are  full of shit. But... you do have one thing Ill never have. And that thing is the only part of the Vindicators with any value to me. if you know what it is, place it on the platform.Guess wrong and the pla... planet will explode. And probably the solar system, cause I kind of fucking eyeballed the neutrino bombs on this one."
3,4,Vindicators 3  The Return of Worldender,Supernova,"So whats the trick Morty, youre the Drunk Rick expert."
3,4,Vindicators 3  The Return of Worldender,Morty,"I think... no matter what we put on there, we die. he said its the part of the Vindicators he values. That means nothing. He wants our last moment alive to be spent knowing how few fucks he gave."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Jesus Okay, open to second opinions"
3,4,Vindicators 3  The Return of Worldender,Rick,I could--It could be Morty.
3,4,Vindicators 3  The Return of Worldender,Morty,What
3,4,Vindicators 3  The Return of Worldender,Rick,"Hey, I dont know. I mean, look, when I get drunk, I get stupid and emotional and theres no logic to it. its, like, possible I got so drunk, I felt like I was losing Morty to the Vindicators, and maybe this is my way of saying Okay, you can have him, but only if you know how important he is, otherwise Ill kill you."
3,4,Vindicators 3  The Return of Worldender,Million Ants,That is a... really specific guess.
3,4,Vindicators 3  The Return of Worldender,Rick,"Look, I... theres nothing in the room but us. Im just using logic to connect some dots. Its the best guess Ive got."
3,4,Vindicators 3  The Return of Worldender,Supernova,But youre betting our lives on it.
3,4,Vindicators 3  The Return of Worldender,Morty,Ill cover that bet. I get it.
3,4,Vindicators 3  The Return of Worldender,Rick,"Well, Morty, I think youre making that smirky face because youre misinterpreting the moment. I am not being coy about some hidden love for you. I want to be really clear that, if anyone has a better guess, like, if I gave you an amulet last night, or..."
3,4,Vindicators 3  The Return of Worldender,Rick,"Oh, shit."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Sorry, Im... not good at goodbyes. It looks like Im never gonna see you again. I cant really roll with the hero types, and I dont... th-they dont want me around. But I want... you to know, even if I didnt show it at the time, II really appreciated you sticking by me."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Goddammit, why am I crying It makes no sense."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Ugh, y-youre probably confused because we barely know each other..."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"...but you really stuck your neck out  when you gave me props for my awesome jokes in the briefing room. Everybody else had their heads so far up their ass. Even my own grandson is like, Oh, the Vindicators are so cool. I mean, hes a moron, its their... demographic. But youre different, Noob-Noob."
3,4,Vindicators 3  The Return of Worldender,Morty,...Motherfucker
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Youre fucking cool And youre smart And I bet we coulda hung out and shit And I hope you get to be a full-fledged Vindicator A-And d-do me a favor. Do-Dont let him know I... I got emotional. But you can tell him one thing. Tell him I said... Oh, fuck. Okay, I just shit myself. Okay, later."
3,4,Vindicators 3  The Return of Worldender,Rick,"W--Dude, Morty, what happened i..."
3,4,Vindicators 3  The Return of Worldender,Morty,Shut up.
3,4,Vindicators 3  The Return of Worldender,Million Ants,I sense this means we are not drying.
3,4,Vindicators 3  The Return of Worldender,Supernova,Not all of us.
3,4,Vindicators 3  The Return of Worldender,Million Ants,Sweetheart
3,4,Vindicators 3  The Return of Worldender,Supernova,"Just let Titty-Bean do this, Snuzzles. Its for the greater good."
3,4,Vindicators 3  The Return of Worldender,Morty,Greater good
3,4,Vindicators 3  The Return of Worldender,Rick,Titty-Bean
3,4,Vindicators 3  The Return of Worldender,Supernova,"Its like you said, Morty"
3,4,Vindicators 3  The Return of Worldender,Morty,Never said that
3,4,Vindicators 3  The Return of Worldender,Supernova,Its the galaxys faith in the Vindicators that keeps the galaxy secure
3,4,Vindicators 3  The Return of Worldender,Rick,"Yeah, I feel safer already."
3,4,Vindicators 3  The Return of Worldender,Morty,No doubt. Who do we make the check out to
3,4,Vindicators 3  The Return of Worldender,Rick,"Ill say, we are gettin some good licks in while choking to death."
3,4,Vindicators 3  The Return of Worldender,Morty,Right
3,4,Vindicators 3  The Return of Worldender,Million Ants,"Titty-Bean, listen to me. When you came to me, I was merely a sentient colony of ants. It was your beliefs, your pursuit of justice, that taught me to be a man."
3,4,Vindicators 3  The Return of Worldender,Supernova,When did it get so complicated
3,4,Vindicators 3  The Return of Worldender,Million Ants,Who knows But we can make it simple again.
3,4,Vindicators 3  The Return of Worldender,Supernova,You were always the romantic.  Which is why you cant leave either.
3,4,Vindicators 3  The Return of Worldender,Supernova,"Goodbye, my love."
3,4,Vindicators 3  The Return of Worldender,Rick,Damn She double-crossed Snuzzles
3,4,Vindicators 3  The Return of Worldender,Supernova,Silence Im going to enjoy this...
3,4,Vindicators 3  The Return of Worldender,Announcer,"Lets give a huge thanks to Rick Sanchez for killing Worldender, putting this awesome party together, and for booking one of the hottest talents out there"
3,4,Vindicators 3  The Return of Worldender,Rick,"Look at that. Geez, I mustve planned a whole party. Invited a bunch of people. Not bad, Drunk Rick, not bad."
3,4,Vindicators 3  The Return of Worldender,Morty,"Rick, Supernovas getting away"
3,4,Vindicators 3  The Return of Worldender,Rick,"Ah, who cares"
3,4,Vindicators 3  The Return of Worldender,Morty,But.. she was trying to kill us
3,4,Vindicators 3  The Return of Worldender,Rick,"Morty, twenty people try to kill me every week. I end up getting high with half of em. I mean, check it out, Gear Heads here."
3,4,Vindicators 3  The Return of Worldender,Beth,"Morty, youre wearing a Vindicator jacket. Are you a little superhero now"
3,4,Vindicators 3  The Return of Worldender,Morty,"Everyone in the universe is a hero, Mom. Which is why we dont need jackets.  And Im pretty sure we dont need Vindicators."
3,4,Vindicators 3  The Return of Worldender,Summer,"Man, Grandpa Rick must have gotten shitfaced."
3,4,Vindicators 3  The Return of Worldender,Rick,"Shut up, Summer."
3,4,Vindicators 3  The Return of Worldender,Rick,Who the fuck is Noob-Noob
3,7,Tales From the Citadel,Rick,"Alright, Morty. You ready for our adventure to the lost city of Atlantis"
3,7,Tales From the Citadel,Morty,"Ready as Ill ever be, Rick"
3,7,Tales From the Citadel,Rick,"Oh, for fucks sake."
3,7,Tales From the Citadel,Rick,"What are you, stupid Were done with the Citadel of Ricks. I was  never on board with it in the first place, thats why I murdered everyone in charge and left it to rot."
3,7,Tales From the Citadel,Morty,They tried to murder him first.
3,7,Tales From the Citadel,Morty,"Yeah, he knows. He murdered them."
3,7,Tales From the Citadel,Rick,Every day.
3,7,Tales From the Citadel,Rick,You dont have to be a dick.
3,7,Tales From the Citadel,Morty,Geez. I didnt know there were still Ricks and Mortys living on the Citadel. I wonder what their day-to-day lives are like.
3,7,Tales From the Citadel,Rick,"Well, you can keep wondering that while we go on our fun, fresh, self-contained adventure to Atlantis.  Anyone continuing to explore the Citadel is either stupid, or one of the unfortunate millions held hostage by their terrible ideas."
3,7,Tales From the Citadel,Morty,Man. Glad Im not one of them
3,7,Tales From the Citadel,Narrator,"Sixteen iterations off the central finite curve, theres a Rick that works more with wood than polarity plating."
3,7,Tales From the Citadel,Narrator,"His name is Simple Rick, but hes no dummy."
3,7,Tales From the Citadel,Narrator,He realized long ago that the greatest thing hed ever create was his daughter.
3,7,Tales From the Citadel,Narrator,We captured that moment and run it on a loop through Simple Ricks mind.
3,7,Tales From the Citadel,Narrator,And the chemical that makes his brain secrete goes into every Simple Ricks Simple Wafer Cookie.  Come home to the impossible flavor of your own completion. Come home to Simple Ricks.
3,7,Tales From the Citadel,Campaign Manager Morty,"We had a good run, sir, but I think its time to pull out of the race."
3,7,Tales From the Citadel,Candidate Morty,I feel pretty confident about tonights debate.
3,7,Tales From the Citadel,Campaign Manager Morty,"You shouldnt, sir. You should be terrified."
3,7,Tales From the Citadel,Candidate Morty,"Maybe you should find a little faith, young man."
3,7,Tales From the Citadel,Campaign Manager Morty,You dont pay me to have faith And were the same age
3,7,Tales From the Citadel,Cop Rick,"Oh S-sorry, I was expecting--"
3,7,Tales From the Citadel,Cop Morty,"A Rick partner Lesson one, rookie"
3,7,Tales From the Citadel,Morty,Mortys are human
3,7,Tales From the Citadel,Cop Morty,"Get the fuck off the car, you Rickless fuckin animal"
3,7,Tales From the Citadel,Morty,WHOA
3,7,Tales From the Citadel,Cop Morty,The elections got these yellow shirts more riled up than a Picture Day Jessica.
3,7,Tales From the Citadel,Cop Rick,"Thats pretty harsh, sir."
3,7,Tales From the Citadel,Cop Morty,So report me. Nobody gives a fuck.
3,7,Tales From the Citadel,Cop Rick,"Look, Im just saying. Makes me a little sad to hear a Morty cop calling Mortys animals."
3,7,Tales From the Citadel,Cop Morty,"Well, it makes me sad to see another Rick cop buying into his sensitivity training."
3,7,Tales From the Citadel,Cop Rick,"Well, Im glad to know theres more like me."
3,7,Tales From the Citadel,Cop Morty,"Oh, there was one. Why do you think that seat was empty"
3,7,Tales From the Citadel,Cop Rick,Fifth and  Thats Mortytown.
3,7,Tales From the Citadel,Cop Morty,Unit 7 responding.
3,7,Tales From the Citadel,Teacher Rick,"Good idea, Rick."
